sim_ns,signal_id,bus_id,attack_kind,detected,extra,note
6207986,4,0,1,0,0,"replay injected"
7076379,4,0,1,0,0,"replay injected"
7974614,4,0,1,0,0,"replay injected"
8820187,4,0,1,0,0,"replay injected"
9672257,4,0,1,0,0,"replay injected"
10524194,4,0,1,0,0,"replay injected"
11446189,4,0,1,0,0,"replay injected"
12265929,4,0,1,0,0,"replay injected"
13117704,4,0,1,0,0,"replay injected"
13935039,4,0,1,0,0,"replay injected"
14909787,4,0,1,0,0,"replay injected"
15874037,4,0,1,0,0,"replay injected"
16754296,4,0,1,0,0,"replay injected"
17610368,4,0,1,0,0,"replay injected"
18441580,4,0,1,0,0,"replay injected"
19271018,4,0,1,0,0,"replay injected"
20199521,4,0,1,0,0,"replay injected"
21069358,4,0,1,0,0,"replay injected"
21900283,4,0,1,0,0,"replay injected"
22742809,4,0,1,0,0,"replay injected"
23616434,4,0,1,0,0,"replay injected"
24445859,4,0,1,0,0,"replay injected"
25366209,4,0,1,0,0,"replay injected"
26441735,4,0,1,0,0,"replay injected"
27380432,4,0,1,0,0,"replay injected"
28278754,4,0,1,0,0,"replay injected"
29161325,4,0,1,0,0,"replay injected"
30059587,4,0,1,0,0,"replay injected"
30932269,4,0,1,0,0,"replay injected"
31931408,4,0,1,0,0,"replay injected"
32819548,4,0,1,0,0,"replay injected"
33774519,4,0,1,0,0,"replay injected"
34623216,4,0,1,0,0,"replay injected"
35531337,4,0,1,0,0,"replay injected"
36579338,4,0,1,0,0,"replay injected"
37464532,4,0,1,0,0,"replay injected"
38369187,4,0,1,0,0,"replay injected"
39334159,4,0,1,0,0,"replay injected"
39496277,4,0,1,0,0,"replay injected"
40327429,4,0,1,0,0,"replay injected"
41157070,4,0,1,0,0,"replay injected"
42080134,4,0,1,0,0,"replay injected"
42960401,4,0,1,0,0,"replay injected"
43867374,4,0,1,0,0,"replay injected"
44733567,4,0,1,0,0,"replay injected"
45640377,4,0,1,0,0,"replay injected"
46580015,4,0,1,0,0,"replay injected"
47433719,4,0,1,0,0,"replay injected"
48405966,4,0,1,0,0,"replay injected"
49484747,4,0,1,0,0,"replay injected"
50486630,4,0,1,0,0,"replay injected"
51454228,4,0,1,0,0,"replay injected"
52434046,4,0,1,0,0,"replay injected"
53285948,4,0,1,0,0,"replay injected"
54162680,4,0,1,0,0,"replay injected"
55088139,4,0,1,0,0,"replay injected"
57079584,4,0,1,0,0,"replay injected"
58041882,4,0,1,0,0,"replay injected"
58336041,4,0,1,0,0,"replay injected"
59275770,4,0,1,0,0,"replay injected"
60135008,4,0,1,0,0,"replay injected"
61119403,4,0,1,0,0,"replay injected"
