sim_ns,signal_id,bus_id,attack_kind,detected,extra,note
5783828,4,0,1,0,0,"replay injected"
6665583,4,0,1,0,0,"replay injected"
7548983,4,0,1,0,0,"replay injected"
8394377,4,0,1,0,0,"replay injected"
9444436,4,0,1,0,0,"replay injected"
10336327,4,0,1,0,0,"replay injected"
11180820,4,0,1,0,0,"replay injected"
12009363,4,0,1,0,0,"replay injected"
12875252,4,0,1,0,0,"replay injected"
13813126,4,0,1,0,0,"replay injected"
14662128,4,0,1,0,0,"replay injected"
15502869,4,0,1,0,0,"replay injected"
16337249,4,0,1,0,0,"replay injected"
17187172,4,0,1,0,0,"replay injected"
18004492,4,0,1,0,0,"replay injected"
18824817,4,0,1,0,0,"replay injected"
19654955,4,0,1,0,0,"replay injected"
20474157,4,0,1,0,0,"replay injected"
21357373,4,0,1,0,0,"replay injected"
22184461,4,0,1,0,0,"replay injected"
23102906,4,0,1,0,0,"replay injected"
24145073,4,0,1,0,0,"replay injected"
25067529,4,0,1,0,0,"replay injected"
26254562,4,0,1,0,0,"replay injected"
27112764,4,0,1,0,0,"replay injected"
27971840,4,0,1,0,0,"replay injected"
28833382,4,0,1,0,0,"replay injected"
29798479,4,0,1,0,0,"replay injected"
30734602,4,0,1,0,0,"replay injected"
31599214,4,0,1,0,0,"replay injected"
32638359,4,0,1,0,0,"replay injected"
33844247,4,0,1,0,0,"replay injected"
34761315,4,0,1,0,0,"replay injected"
35848362,4,0,1,0,0,"replay injected"
36974472,4,0,1,0,0,"replay injected"
37844461,4,0,1,0,0,"replay injected"
38733255,4,0,1,0,0,"replay injected"
39675388,4,0,1,0,0,"replay injected"
40569818,4,0,1,0,0,"replay injected"
41442664,4,0,1,0,0,"replay injected"
42354461,4,0,1,0,0,"replay injected"
43286989,4,0,1,0,0,"replay injected"
44154453,4,0,1,0,0,"replay injected"
44994263,4,0,1,0,0,"replay injected"
45844646,4,0,1,0,0,"replay injected"
46731589,4,0,1,0,0,"replay injected"
47642044,4,0,1,0,0,"replay injected"
48490365,4,0,1,0,0,"replay injected"
49423351,4,0,1,0,0,"replay injected"
50293925,4,0,1,0,0,"replay injected"
51269815,4,0,1,0,0,"replay injected"
52131861,4,0,1,0,0,"replay injected"
52966502,4,0,1,0,0,"replay injected"
53811670,4,0,1,0,0,"replay injected"
54713589,4,0,1,0,0,"replay injected"
55688593,4,0,1,0,0,"replay injected"
56536090,4,0,1,0,0,"replay injected"
57409387,4,0,1,0,0,"replay injected"
58501633,4,0,1,0,0,"replay injected"
59468233,4,0,1,0,0,"replay injected"
60533040,4,0,1,0,0,"replay injected"
61565210,4,0,1,0,0,"replay injected"
62484049,4,0,1,0,0,"replay injected"
63482342,4,0,1,0,0,"replay injected"
64517556,4,0,1,0,0,"replay injected"
65541725,4,0,1,0,0,"replay injected"
66567173,4,0,1,0,0,"replay injected"
67423029,4,0,1,0,0,"replay injected"
68470951,4,0,1,0,0,"replay injected"
69460053,4,0,1,0,0,"replay injected"
70337914,4,0,1,0,0,"replay injected"
71206157,4,0,1,0,0,"replay injected"
72051679,4,0,1,0,0,"replay injected"
72882155,4,0,1,0,0,"replay injected"
73819344,4,0,1,0,0,"replay injected"
74676458,4,0,1,0,0,"replay injected"
75587263,4,0,1,0,0,"replay injected"
76484793,4,0,1,0,0,"replay injected"
77344014,4,0,1,0,0,"replay injected"
78224050,4,0,1,0,0,"replay injected"
